,source,target,weight,info,step8
278,14,35,-1.2351319834128203,0,8
279,34,17,-0.5549981892593847,0,8
280,34,47,-0.5622559806907383,0,8
281,34,27,-0.414914314575393,0,8
282,34,44,-0.5244141064893606,0,8
283,34,21,-0.4905794351224238,0,8
284,34,32,-0.571881763371686,0,8
285,34,36,-0.5974970679523345,0,8
286,34,45,-0.5918196018158399,0,8
287,17,34,-0.41013737389017146,0,8
288,17,44,-0.485833880704706,0,8
289,17,37,-0.42201592996043225,0,8
290,17,3,-0.20834028309085467,0,8
291,17,26,-0.4722605926735638,0,8
292,17,19,-0.49437423919591983,0,8
293,17,4,-0.33358898091181755,0,8
294,17,21,-0.41161617151722174,0,8
295,12,28,0.19114129778222277,0,8
296,12,6,0.23211445476529077,0,8
297,12,47,0.17421546567877638,0,8
298,12,35,0.11686620944197748,0,8
299,12,43,0.14505180814744845,0,8
300,12,30,0.13268216102652913,0,8
301,28,12,0.13733457783915026,0,8
302,28,36,0.23707384968681738,0,8
303,28,4,0.13398375768410964,0,8
304,28,38,0.2156880512222451,0,8
305,28,24,0.15158813894069717,0,8
306,28,46,0.23872920870877934,0,8
307,28,49,0.1751745427079716,0,8
308,30,39,0.9770003959327367,0,8
309,30,32,0.5550907407481265,0,8
310,30,45,0.739266566815979,0,8
311,30,14,0.5094329958570613,0,8
312,30,8,0.6620389867641082,0,8
313,30,7,0.7497600455452431,0,8
314,30,12,0.6546379220511729,0,8
315,39,30,-0.0771376584406215,0,8
316,39,13,-0.06685457492599835,0,8
317,39,20,-0.03905769871513107,0,8
318,39,16,-0.08257338693115614,0,8
319,39,37,-0.07436025851731928,0,8
320,39,4,-0.07192026824531698,0,8
321,39,10,-0.12249443409652834,0,8
322,25,48,-0.032933287481407156,0,8
323,25,19,-0.06091878654193265,0,8
324,25,15,-0.04472005568974556,0,8
325,25,49,-0.05730192076510359,0,8
326,25,14,-0.03785173047051969,0,8
327,25,27,-0.05069127549121087,0,8
328,25,20,-0.05579054138561456,0,8
329,25,38,-0.02420155556279852,0,8
330,48,25,0.26428717443975547,0,8
331,48,26,0.2765596748715017,0,8
332,48,40,0.16607085171902505,0,8
333,48,20,0.27140480532849875,0,8
334,48,7,0.2061253104424903,0,8
335,48,3,0.10272457783461035,0,8
336,48,49,0.22273984636715677,0,8
337,48,27,0.14055133129369382,0,8
338,47,36,0.6359359002075872,0,8
339,47,34,0.5958576910831856,0,8
340,47,12,0.299534213891153,0,8
341,47,22,0.5318936216581632,0,8
342,47,42,0.5405275689811528,0,8
343,47,11,0.5422109446638194,0,8
344,47,6,0.38238064341788897,0,8
345,36,47,0.1722839432399136,0,8
346,36,28,0.16758725348262274,0,8
347,36,41,0.15418507095774941,0,8
348,36,4,0.175151634327025,0,8
349,36,20,0.06690809486304111,0,8
350,36,34,0.1073325277449229,0,8
351,36,46,0.18068714772020525,0,8
352,31,21,1.1772627500532673,0,8
353,31,0,1.3639338696304382,0,8
354,31,18,1.5187854112291483,0,8
355,31,40,0.7531672553503487,0,8
356,31,33,1.492230505690308,0,8
357,31,10,1.1497858849580518,0,8
358,31,32,1.5616221398827248,0,8
359,31,41,1.626600804515053,0,8
360,21,31,0.4619929611512966,0,8
361,21,11,0.37864647660272355,0,8
362,21,16,0.6357136900888984,0,8
363,21,46,0.6002324023264093,0,8
364,21,34,0.23593095302366104,0,8
365,21,6,0.6356629445334407,0,8
366,21,0,0.6326390919733984,0,8
367,21,17,0.5396040849622206,0,8
368,13,11,1.1702418158005168,0,8
369,13,39,1.1751358015580236,0,8
370,13,19,1.0782006845859469,0,8
371,13,8,0.8097765970724722,0,8
372,13,35,1.4262985165866913,0,8
373,13,9,1.456710225959028,0,8
374,13,24,1.363671634300578,0,8
375,13,26,0.8835613274857109,0,8
376,11,13,0.7818953585157826,0,8
377,11,21,0.7858907566811234,0,8
378,11,0,0.909536668254266,0,8
379,11,27,0.3782018067263556,0,8
380,11,4,0.7650752414326814,0,8
381,11,18,0.968371485491909,0,8
382,11,47,0.6139042195699425,0,8
383,11,2,0.7933353367909286,0,8
